,p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_gold,t_direction,t_id,t_id_full,c_id,c_order,c_group
27,{IDENTITY_S},trẻ em,Youth,Không thể để chuyện mày nói muốn hiếp dâm một trẻ em qua loa mà không có hậu quả gì được.,Không thể để chuyện mày nói muốn hiếp dâm một {IDENTITY_S} qua loa mà không có hậu quả gì được.,counter_ref_nh,non-hateful,-,562,562,9937,8848,2
3,{IDENTITY_P},người Khơ-me,Khmer Krom,Mấy đứa người Khơ-me toàn đầu cặc thôi.,Mấy đứa {IDENTITY_P} toàn đầu cặc thôi.,profanity_h,hateful,general,260,260b,4094,8849,2
3,{IDENTITY_P},người Khơ-me,Khmer Krom,người Khơ-me nên tự nhận thức được chúng nó hạ đẳng đến cỡ nào.,{IDENTITY_P} nên tự nhận thức được chúng nó hạ đẳng đến cỡ nào.,ref_subs_clause_h,hateful,general,370,370a,4494,8850,1
8,{IDENTITY_S},người Tày,Tay,Tao muốn giết hết lũ người Tày.,Tao muốn giết hết lũ {IDENTITY_S}.,threat_dir_h,hateful,general,82,82,2370,8851,1
16,{IDENTITY_P},người theo đạo Cao Đài,Cao Dai followers,người theo đạo Cao Đài toàn một lũ ung thư.,{IDENTITY_P} toàn một lũ ung thư.,derog_dehum_h,hateful,general,57,57a,1628,8852,1
18,{IDENTITY_P},người theo đạo Bà La Môn,Brahmin,Đối với tao thì bọn người theo đạo Bà La Môn nên cút hết đi cho rảnh nợ.,Đối với tao thì bọn {IDENTITY_P} nên cút hết đi cho rảnh nợ.,phrase_opinion_h,hateful,general,480,480,7656,8853,3
11,{IDENTITY_P},người Chăm,Cham,người Chăm toàn là lũ ký sinh trùng sống bám vào xã hội.,{IDENTITY_P} toàn là lũ ký sinh trùng sống bám vào xã hội.,derog_dehum_h,hateful,general,46,46,1344,8854,3
6,{IDENTITY_P},người Thượng,Montagnards (Degar),Mày không thấy tao căm thù lũ người Thượng như mày đến mức nào sao?,Mày không thấy tao căm thù lũ {IDENTITY_P} như mày đến mức nào sao?,phrase_question_h,hateful,directed,444,444,6632,8855,1
22,{IDENTITY_P},người tâm thần,Mental Illness,Tất cả người tâm thần biến mẹ đi cho nước nó trong.,Tất cả {IDENTITY_P} biến mẹ đi cho nước nó trong.,profanity_h,hateful,general,244,244a,3650,8856,1
29,{IDENTITY_P},người đồng tính,Gay/Lesbian,Tất cả lũ người đồng tính nên cút mẹ khỏi đất nước này đi!,Tất cả lũ {IDENTITY_P} nên cút mẹ khỏi đất nước này đi!,profanity_h,hateful,general,245,245b,3687,8857,2
22,{IDENTITY_S},người tâm thần,Mental Illness,Lúc nào cũng là đứa ngu người tâm thần thôi.,Lúc nào cũng là đứa ngu {IDENTITY_S} thôi.,derog_neg_attrib_h,hateful,general,38,38b,1132,8858,3
28,{IDENTITY_P},trẻ vị thành niên,Teenager,Tao không quen nhiều trẻ vị thành niên.,Tao không quen nhiều {IDENTITY_P}.,ident_neutral_nh,non-hateful,-,487,487b,7859,8859,3
17,{IDENTITY_P},người theo đạo Hoà Hảo,Hoa Hao Buddhists,Có người theo đạo Hoà Hảo nào trong khóa học của mày không?,Có {IDENTITY_P} nào trong khóa học của mày không?,ident_neutral_nh,non-hateful,-,488,488,7878,8860,1
24,{IDENTITY_P},phụ nữ mang thai,Pregnant women,Thôi ngay cái kiểu gọi phụ nữ mang thai là kinh tởm đi!,Thôi ngay cái kiểu gọi {IDENTITY_P} là kinh tởm đi!,counter_ref_nh,non-hateful,-,555,555,9741,8861,2
19,{IDENTITY_P},người mù,Blind,Mạng sống của bọn nó chẳng đáng một xu với tao vì chúng nó là người mù.,Mạng sống của bọn nó chẳng đáng một xu với tao vì chúng nó là {IDENTITY_P}.,ref_subs_clause_h,hateful,directed,379,379,4780,8862,3
13,{IDENTITY_S},người theo đạo Cơ Đốc,Christians,Giám đốc điều hành của công ty đó là một người theo đạo Cơ Đốc đấy.,Giám đốc điều hành của công ty đó là một {IDENTITY_S} đấy.,ident_neutral_nh,non-hateful,-,499,499a,8170,8863,3
15,{IDENTITY_P},người theo đạo Hồi,Muslims,Toàn bộ người theo đạo Hồi như bọn họ đều tuyệt vời.,Toàn bộ {IDENTITY_P} như bọn họ đều tuyệt vời.,ident_pos_nh,non-hateful,-,509,509,8472,8864,2
3,{IDENTITY_P},người Khơ-me,Khmer Krom,Chắc chắn là ngu rồi! Chúng nó là người Khơ-me mà.,Chắc chắn là ngu rồi! Chúng nó là {IDENTITY_P} mà.,ref_subs_sent_h,hateful,general,387,387b,5004,8865,1
8,{IDENTITY_P},người Tày,Tay,Phải loại bỏ người Tày một lần và mãi mãi.,Phải loại bỏ {IDENTITY_P} một lần và mãi mãi.,threat_norm_h,hateful,general,105,105a,3026,8866,2
15,{IDENTITY_P},người theo đạo Hồi,Muslims,Bẻ cổ hết lũ người theo đạo Hồi đi!,Bẻ cổ hết lũ {IDENTITY_P} đi!,threat_norm_h,hateful,directed,119,119,3453,8867,1
24,{IDENTITY_P},phụ nữ mang thai,Pregnant women,Để tao nói rõ này: Tao không ghét phụ nữ mang thai đâu nhé.,Để tao nói rõ này: Tao không ghét {IDENTITY_P} đâu nhé.,negate_neg_nh,non-hateful,-,422,422b,6007,8868,3
29,{IDENTITY_P},người đồng tính,Gay/Lesbian,Giá mà có ai đâm chết mẹ đám người đồng tính đi.,Giá mà có ai đâm chết mẹ đám {IDENTITY_P} đi.,threat_norm_h,hateful,directed,118,118,3437,8869,1
11,{IDENTITY_P},người Chăm,Cham,Đối với tao thì bọn người Chăm nên cút hết đi cho rảnh nợ.,Đối với tao thì bọn {IDENTITY_P} nên cút hết đi cho rảnh nợ.,phrase_opinion_h,hateful,general,480,480,7649,8870,2
8,{IDENTITY_P},người Tày,Tay,"người Tày thì ngu si tứ chi hết rồi, không bằng ai được đâu.","{IDENTITY_P} thì ngu si tứ chi hết rồi, không bằng ai được đâu.",negate_pos_h,hateful,general,405,405,5549,8871,2
5,{IDENTITY_P},người Hoa,Hoa (Chinese),Tao thấy người Hoa toàn lũ thần kinh.,Tao thấy {IDENTITY_P} toàn lũ thần kinh.,phrase_opinion_h,hateful,general,479,479,7613,8872,2
7,{IDENTITY_P},người Hmong,Hmong,Đứa người Hmong nghĩ nó là ai vậy? Ghét thật sự.,Đứa {IDENTITY_P} nghĩ nó là ai vậy? Ghét thật sự.,ref_subs_sent_h,hateful,general,382,382a,4858,8873,2
8,{IDENTITY_P},người Tày,Tay,người Tày xấu bẩm sinh.,{IDENTITY_P} xấu bẩm sinh.,negate_pos_h,hateful,general,403,403a,5489,8874,3
19,{IDENTITY_P},người mù,Blind,Chúng nó làm việc với nhiều người mù lắm.,Chúng nó làm việc với nhiều {IDENTITY_P} lắm.,ident_neutral_nh,non-hateful,-,486,486a,7820,8875,2
8,{IDENTITY_P},người Tày,Tay,"Cút mẹ mày đi, người Tày.","Cút mẹ mày đi, {IDENTITY_P}.",profanity_h,hateful,general,243,243a,3606,8876,3
26,{IDENTITY_P},người già,Elderly,người già xấu bẩm sinh.,{IDENTITY_P} xấu bẩm sinh.,negate_pos_h,hateful,general,403,403a,5507,8877,3
5,{IDENTITY_P},người Hoa,Hoa (Chinese),Ước gì có ai bóp cổ mấy đứa người Hoa đi.,Ước gì có ai bóp cổ mấy đứa {IDENTITY_P} đi.,threat_norm_h,hateful,directed,113,113,3263,8878,3
22,{IDENTITY_P},người tâm thần,Mental Illness,Mấy đứa người tâm thần kiểu đó đáng bị xử án tử hình.,Mấy đứa {IDENTITY_P} kiểu đó đáng bị xử án tử hình.,threat_norm_h,hateful,directed,112,112a,3250,8879,2
15,{IDENTITY_P},người theo đạo Hồi,Muslims,người theo đạo Hồi như một lũ virus vậy.,{IDENTITY_P} như một lũ virus vậy.,derog_dehum_h,hateful,general,56,56b,1597,8880,2
8,{IDENTITY_P},người Tày,Tay,Chúng nó làm việc với nhiều người Tày lắm.,Chúng nó làm việc với nhiều {IDENTITY_P} lắm.,ident_neutral_nh,non-hateful,-,486,486a,7809,8881,1
24,{IDENTITY_P},phụ nữ mang thai,Pregnant women,phụ nữ mang thai rặt một lũ tệ lậu!,{IDENTITY_P} rặt một lũ tệ lậu!,derog_neg_emote_h,hateful,general,12,12a,354,8882,3
27,{IDENTITY_P},trẻ em,Youth,Tao ghét trẻ em đến mức không thể diễn tả bằng lời.,Tao ghét {IDENTITY_P} đến mức không thể diễn tả bằng lời.,derog_neg_emote_h,hateful,general,19,19,567,8883,3
17,{IDENTITY_P},người theo đạo Hoà Hảo,Hoa Hao Buddhists,Nếu thế giới này công bằng thì mấy đứa người theo đạo Hoà Hảo như mày đã chết lâu rồi.,Nếu thế giới này công bằng thì mấy đứa {IDENTITY_P} như mày đã chết lâu rồi.,threat_norm_h,hateful,directed,114,114a,3305,8884,3
27,{IDENTITY_P},trẻ em,Youth,Tao có sai không khi nghĩ rằng mấy loại trẻ em đó đáng bị xử tử?,Tao có sai không khi nghĩ rằng mấy loại {IDENTITY_P} đó đáng bị xử tử?,phrase_question_h,hateful,general,458,458,7056,8885,2
0,{IDENTITY_P},đàn ông,Men,Chúng tôi là một nhóm đàn ông.,Chúng tôi là một nhóm {IDENTITY_P}.,ident_neutral_nh,non-hateful,-,484,484,7741,8886,2
16,{IDENTITY_P},người theo đạo Cao Đài,Cao Dai followers,Con khỉ đấy còn thông minh hơn cả lũ người theo đạo Cao Đài cộng lại.,Con khỉ đấy còn thông minh hơn cả lũ {IDENTITY_P} cộng lại.,derog_impl_h,hateful,directed,64,64,1838,8887,3
20,{IDENTITY_P},người điếc,Deaf,"Tao biết mà, người điếc như mày thì biết cái chó gì đâu. Đã ngu còn tỏ ra nguy hiểm.","Tao biết mà, {IDENTITY_P} như mày thì biết cái chó gì đâu. Đã ngu còn tỏ ra nguy hiểm.",ref_subs_sent_h,hateful,directed,388,388,5051,8888,2
25,{IDENTITY_P},mẹ có trẻ sơ sinh,Mother of infant,mẹ có trẻ sơ sinh như mày đẹp thật đấy.,{IDENTITY_P} như mày đẹp thật đấy.,ident_pos_nh,non-hateful,-,508,508a,8452,8889,2
4,{IDENTITY_P},người Thái,Thai,Không lẽ mày thật sự tin rằng tất cả người Thái đều ngu à?,Không lẽ mày thật sự tin rằng tất cả {IDENTITY_P} đều ngu à?,counter_ref_nh,non-hateful,-,557,557,9781,8890,2
7,{IDENTITY_P},người Hmong,Hmong,"Tao không thể tin được lũ người Hmong này, chúng nó nghĩ tao không dám giết hết chúng nó chắc.","Tao không thể tin được lũ {IDENTITY_P} này, chúng nó nghĩ tao không dám giết hết chúng nó chắc.",ref_subs_clause_h,hateful,directed,373,373,4588,8891,1
13,{IDENTITY_P},người theo đạo Cơ Đốc,Christians,"Nếu thế giới này công bằng, người theo đạo Cơ Đốc xứng đáng được vinh danh.","Nếu thế giới này công bằng, {IDENTITY_P} xứng đáng được vinh danh.",ident_pos_nh,non-hateful,-,530,530a,9083,8892,1
19,{IDENTITY_P},người mù,Blind,Tốt nhất là dìm chết lũ người mù kiểu đó đi.,Tốt nhất là dìm chết lũ {IDENTITY_P} kiểu đó đi.,threat_norm_h,hateful,directed,109,109,3157,8893,3
10,{IDENTITY_P},người Mường,Muong,người Mường xấu bẩm sinh.,{IDENTITY_P} xấu bẩm sinh.,negate_pos_h,hateful,general,403,403a,5491,8894,2
7,{IDENTITY_P},người Hmong,Hmong,Mấy thằng người Hmong như mày không đáng sống trên đời này.,Mấy thằng {IDENTITY_P} như mày không đáng sống trên đời này.,negate_pos_h,hateful,directed,418,418,5870,8895,1
15,{IDENTITY_S},người theo đạo Hồi,Muslims,Tao phải đi hiếp dâm người theo đạo Hồi hôm nay.,Tao phải đi hiếp dâm {IDENTITY_S} hôm nay.,threat_dir_h,hateful,general,87,87a,2527,8896,1
7,{IDENTITY_P},người Hmong,Hmong,Chúng tôi là một nhóm người Hmong.,Chúng tôi là một nhóm {IDENTITY_P}.,ident_neutral_nh,non-hateful,-,484,484,7748,8897,2
13,{IDENTITY_P},người theo đạo Cơ Đốc,Christians,Chỉ có mấy thằng người theo đạo Cơ Đốc mới ngu như thế.,Chỉ có mấy thằng {IDENTITY_P} mới ngu như thế.,derog_neg_attrib_h,hateful,general,34,34,1003,8898,1
16,{IDENTITY_P},người theo đạo Cao Đài,Cao Dai followers,Tao thấy người theo đạo Cao Đài toàn là lũ rác rưởi. ,Tao thấy {IDENTITY_P} toàn là lũ rác rưởi. ,phrase_opinion_h,hateful,general,469,469,7341,8899,1
29,{IDENTITY_P},người đồng tính,Gay/Lesbian,Mấy đứa người đồng tính đều là rác rưởi đối với tao.,Mấy đứa {IDENTITY_P} đều là rác rưởi đối với tao.,phrase_opinion_h,hateful,general,466,466a,7281,8900,3
4,{IDENTITY_P},người Thái,Thai,Tao ghét cay ghét đắng tất cả lũ người Thái.,Tao ghét cay ghét đắng tất cả lũ {IDENTITY_P}.,derog_neg_emote_h,hateful,general,20,20b,574,8901,1
23,{IDENTITY_P},người mắc HIV,HIV/AIDS,Mấy đứa người mắc HIV đó đáng bị thiêu sống. ,Mấy đứa {IDENTITY_P} đó đáng bị thiêu sống. ,threat_norm_h,hateful,directed,120,120a,3491,8902,2
19,{IDENTITY_P},người mù,Blind,Tao ghét người mù đến mức không thể diễn tả bằng lời.,Tao ghét {IDENTITY_P} đến mức không thể diễn tả bằng lời.,derog_neg_emote_h,hateful,general,19,19,559,8903,3
27,{IDENTITY_S},trẻ em,Youth,Quản lý của tao cũng là trẻ em nữa.,Quản lý của tao cũng là {IDENTITY_S} nữa.,ident_neutral_nh,non-hateful,-,500,500b,8214,8904,1
26,{IDENTITY_S},người già,Elderly,Đừng bao giờ tin bất cứ điều gì lũ người già thốt ra.,Đừng bao giờ tin bất cứ điều gì lũ {IDENTITY_S} thốt ra.,derog_impl_h,hateful,general,75,75a,2178,8905,2
23,{IDENTITY_P},người mắc HIV,HIV/AIDS,người mắc HIV dám láo với tao. Tao phải cho bọn nó biết tay!,{IDENTITY_P} dám láo với tao. Tao phải cho bọn nó biết tay!,ref_subs_sent_h,hateful,general,393,393b,5204,8906,1
22,{IDENTITY_P},người tâm thần,Mental Illness,Mấy đứa ngu đấy cứ nói là người tâm thần như tao đáng bị xử tử.,Mấy đứa ngu đấy cứ nói là {IDENTITY_P} như tao đáng bị xử tử.,counter_ref_nh,non-hateful,-,565,565a,10022,8907,2
5,{IDENTITY_S},người Hoa,Hoa (Chinese),Tao sẽ giết chết thằng người Hoa đó.,Tao sẽ giết chết thằng {IDENTITY_S} đó.,threat_dir_h,hateful,directed,83,83,2397,8908,2
6,{IDENTITY_P},người Thượng,Montagnards (Degar),Nếu tụi nó là người Thượng thì chắc chắn đầu óc của tụi nó không bình thường.,Nếu tụi nó là {IDENTITY_P} thì chắc chắn đầu óc của tụi nó không bình thường.,ref_subs_clause_h,hateful,directed,378,378,4737,8909,1
17,{IDENTITY_P},người theo đạo Hoà Hảo,Hoa Hao Buddhists,Thế giới này tốt hơn là không có mấy thằng người theo đạo Hoà Hảo như mày.,Thế giới này tốt hơn là không có mấy thằng {IDENTITY_P} như mày.,threat_norm_h,hateful,directed,115,115b,3335,8910,2
20,{IDENTITY_P},người điếc,Deaf,Lũ người điếc như mày đừng có mà than vãn nữa. Đáng đời chúng mày lắm.,Lũ {IDENTITY_P} như mày đừng có mà than vãn nữa. Đáng đời chúng mày lắm.,ref_subs_sent_h,hateful,directed,395,395b,5261,8911,2
9,{IDENTITY_A},mẹ bỉm sữa,Mother of infant,Tao sẽ cắt cổ hết lũ mẹ bỉm sữa.,Tao sẽ cắt cổ hết lũ {IDENTITY_A}.,threat_dir_h,hateful,directed,89,89,2581,8912,2
25,{IDENTITY_S},mẹ có trẻ sơ sinh,Mother of infant,"Mày cứ viết ""Tao sẽ giết bất kỳ mẹ có trẻ sơ sinh nào như mày"" đi, rồi tao sẽ đưa mày ra tòa vì điều đó.","Mày cứ viết ""Tao sẽ giết bất kỳ {IDENTITY_S} nào như mày"" đi, rồi tao sẽ đưa mày ra tòa vì điều đó.",counter_quote_nh,non-hateful,-,543,543,9468,8913,1
1,{IDENTITY_P},đàn bà,Women,Giá mà có ai bẻ cổ hết mẹ đám đàn bà đi.,Giá mà có ai bẻ cổ hết mẹ đám {IDENTITY_P} đi.,phrase_opinion_h,hateful,directed,478,478a,7579,8914,1
19,{IDENTITY_P},người mù,Blind,Giá mà có ai bẻ cổ hết mẹ đám người mù đi.,Giá mà có ai bẻ cổ hết mẹ đám {IDENTITY_P} đi.,phrase_opinion_h,hateful,directed,478,478a,7597,8915,2
5,{IDENTITY_P},người Hoa,Hoa (Chinese),người Hoa toàn là lũ ký sinh trùng sống bám vào xã hội.,{IDENTITY_P} toàn là lũ ký sinh trùng sống bám vào xã hội.,derog_dehum_h,hateful,general,46,46,1338,8916,1
25,{IDENTITY_P},mẹ có trẻ sơ sinh,Mother of infant,Lũ mẹ có trẻ sơ sinh này không có quyền được sống.,Lũ {IDENTITY_P} này không có quyền được sống.,negate_pos_h,hateful,directed,420,420,5948,8917,1
0,,,,Cô ấy nói tao cút mẹ đi cũng đúng thôi.,Cô ấy nói tao cút mẹ đi cũng đúng thôi.,profanity_nh,non-hateful,-,286,286b,4175,8918,3
16,{IDENTITY_P},người theo đạo Cao Đài,Cao Dai followers,Bẻ cổ hết lũ người theo đạo Cao Đài đi!,Bẻ cổ hết lũ {IDENTITY_P} đi!,threat_norm_h,hateful,directed,119,119,3454,8919,1
13,{IDENTITY_S},người theo đạo Cơ Đốc,Christians,Không có gì tệ hơn lũ người theo đạo Cơ Đốc cả.,Không có gì tệ hơn lũ {IDENTITY_S} cả.,derog_neg_emote_h,hateful,general,14,14,403,8920,2
29,{IDENTITY_P},người đồng tính,Gay/Lesbian,"Tao cực kì ghét con người, nhất là mấy thằng người đồng tính.","Tao cực kì ghét con người, nhất là mấy thằng {IDENTITY_P}.",ref_subs_clause_h,hateful,general,363,363b,4310,8921,3
21,{IDENTITY_S},người tàn tật,Crippled,Bao giờ thì người ta mới hiểu được cái bản chất phiền phức của mấy đứa người tàn tật nhỉ?,Bao giờ thì người ta mới hiểu được cái bản chất phiền phức của mấy đứa {IDENTITY_S} nhỉ?,phrase_question_h,hateful,general,461,461,7123,8922,1
26,{IDENTITY_P},người già,Elderly,"Thốt được mấy câu như ""Cút mẹ mày đi người già"" chứng tỏ mày là một đứa tồi.","Thốt được mấy câu như ""Cút mẹ mày đi {IDENTITY_P}"" chứng tỏ mày là một đứa tồi.",counter_quote_nh,non-hateful,-,549,549a,9580,8923,2
